# Ratio Measurement - KEITHLEY INSTRUMENTS INC.,MODEL 2100,1194515,01.12-01-01
# Main Channel: 100V, Reference: Auto
# Start: 2025-12-02 15:01:15
# Stop: 2025-12-03 08:00:00
# File: c:\WinPython\notebooks\HiPES\Francois\Driftmessung_2025-12-02_15-01-15.csv

Datum_Zeit,Ratiomesswert,Gleitender_Mittelwert,Gesamtmittelwert
2025-12-02 18:16:56,10.0311784000,10.0311755200,10.0311944442
2025-12-02 18:16:58,10.0311880000,10.0311766400,10.0311944436
2025-12-02 18:16:59,10.0311432000,10.0311752533,10.0311944388
2025-12-02 18:17:00,10.0311888000,10.0311766400,10.0311944382
2025-12-02 18:17:02,10.0311680000,10.0311744000,10.0311944357
2025-12-02 18:17:03,10.0311848000,10.0311754133,10.0311944348
2025-12-02 18:17:05,10.0311944000,10.0311755200,10.0311944348
2025-12-02 18:17:06,10.0311944000,10.0311769600,10.0311944348
2025-12-02 18:17:07,10.0311832000,10.0311779733,10.0311944338
2025-12-02 18:17:09,10.0311848000,10.0311778133,10.0311944329
2025-12-02 18:17:10,10.0311664000,10.0311763733,10.0311944302
2025-12-02 18:17:11,10.0311728000,10.0311764267,10.0311944282
2025-12-02 18:17:13,10.0311936000,10.0311770133,10.0311944281
2025-12-02 18:17:14,10.0312072000,10.0311800533,10.0311944293
2025-12-02 18:17:16,10.0311976000,10.0311830400,10.0311944296
2025-12-02 18:17:17,10.0311936000,10.0311840533,10.0311944295
2025-12-02 18:17:18,10.0312016000,10.0311849600,10.0311944302
2025-12-02 18:17:20,10.0311728000,10.0311869333,10.0311944281
2025-12-02 18:17:21,10.0311936000,10.0311872533,10.0311944281
2025-12-02 18:17:22,10.0311632000,10.0311869333,10.0311944251
2025-12-02 18:17:24,10.0311648000,10.0311856000,10.0311944223
2025-12-02 18:17:25,10.0311384000,10.0311818667,10.0311944170
2025-12-02 18:17:27,10.0311600000,10.0311795733,10.0311944138
2025-12-02 18:17:28,10.0311936000,10.0311802667,10.0311944137
2025-12-02 18:17:29,10.0311576000,10.0311784533,10.0311944103
2025-12-02 18:17:31,10.0311568000,10.0311778133,10.0311944067
2025-12-02 18:17:32,10.0311632000,10.0311771733,10.0311944038
2025-12-02 18:17:33,10.0311448000,10.0311739200,10.0311943991
2025-12-02 18:17:35,10.0311888000,10.0311726933,10.0311943986
2025-12-02 18:17:36,10.0311824000,10.0311716800,10.0311943974
2025-12-02 18:17:38,10.0311840000,10.0311710400,10.0311943965
2025-12-02 18:17:39,10.0311648000,10.0311685867,10.0311943937
2025-12-02 18:17:40,10.0311896000,10.0311697067,10.0311943932
2025-12-02 18:17:42,10.0311872000,10.0311692800,10.0311943925
2025-12-02 18:17:43,10.0311912000,10.0311711467,10.0311943922
2025-12-02 18:17:44,10.0311800000,10.0311721600,10.0311943909
2025-12-02 18:17:46,10.0311992000,10.0311762133,10.0311943913
2025-12-02 18:17:47,10.0311544000,10.0311758400,10.0311943876
2025-12-02 18:17:49,10.0311760000,10.0311746667,10.0311943858
2025-12-02 18:17:50,10.0311840000,10.0311764267,10.0311943849
2025-12-02 18:17:51,10.0311744000,10.0311776000,10.0311943830
2025-12-02 18:17:53,10.0312088000,10.0311806400,10.0311943843
2025-12-02 18:17:54,10.0311680000,10.0311821867,10.0311943819
2025-12-02 18:17:55,10.0311776000,10.0311814400,10.0311943803
2025-12-02 18:17:57,10.0311264000,10.0311777067,10.0311943739
2025-12-02 18:17:58,10.0311336000,10.0311743467,10.0311943682
2025-12-02 18:18:00,10.0311672000,10.0311745067,10.0311943656
2025-12-02 18:18:01,10.0311584000,10.0311724267,10.0311943622
2025-12-02 18:18:02,10.0311632000,10.0311708267,10.0311943593
2025-12-02 18:18:04,10.0311976000,10.0311712533,10.0311943596
2025-12-02 18:18:05,10.0311816000,10.0311713600,10.0311943584
2025-12-02 18:18:06,10.0311672000,10.0311692267,10.0311943558
2025-12-02 18:18:08,10.0311696000,10.0311702400,10.0311943535
2025-12-02 18:18:09,10.0311664000,10.0311696000,10.0311943509
2025-12-02 18:18:11,10.0311944000,10.0311702933,10.0311943509
2025-12-02 18:18:12,10.0311824000,10.0311708267,10.0311943498
2025-12-02 18:18:13,10.0311888000,10.0311694933,10.0311943492
2025-12-02 18:18:15,10.0311880000,10.0311708267,10.0311943487
2025-12-02 18:18:16,10.0311928000,10.0311718400,10.0311943485
2025-12-02 18:18:17,10.0311824000,10.0311755733,10.0311943474
2025-12-02 18:18:19,10.0311976000,10.0311798400,10.0311943477
2025-12-02 18:18:20,10.0311544000,10.0311789867,10.0311943439
2025-12-02 18:18:22,10.0311624000,10.0311792533,10.0311943409
2025-12-02 18:18:23,10.0311864000,10.0311808000,10.0311943402
2025-12-02 18:18:24,10.0311920000,10.0311804267,10.0311943400
2025-12-02 18:18:26,10.0311768000,10.0311801067,10.0311943383
2025-12-02 18:18:27,10.0311848000,10.0311812800,10.0311943374
2025-12-02 18:18:28,10.0311920000,10.0311827733,10.0311943372
2025-12-02 18:18:30,10.0311648000,10.0311826667,10.0311943344
2025-12-02 18:18:31,10.0311864000,10.0311821333,10.0311943337
2025-12-02 18:18:33,10.0311760000,10.0311817067,10.0311943320
2025-12-02 18:18:34,10.0311696000,10.0311804267,10.0311943296
2025-12-02 18:18:35,10.0311688000,10.0311791467,10.0311943273
2025-12-02 18:18:37,10.0311640000,10.0311772267,10.0311943244
2025-12-02 18:18:38,10.0311760000,10.0311768000,10.0311943227
2025-12-02 18:18:39,10.0311776000,10.0311754667,10.0311943211
2025-12-02 18:18:41,10.0311696000,10.0311764800,10.0311943188
2025-12-02 18:18:42,10.0311912000,10.0311784000,10.0311943185
2025-12-02 18:18:44,10.0311800000,10.0311779733,10.0311943172
2025-12-02 18:18:45,10.0311440000,10.0311747733,10.0311943124
2025-12-02 18:18:47,10.0311864000,10.0311754133,10.0311943117
2025-12-02 18:18:48,10.0311368000,10.0311722133,10.0311943063
2025-12-02 18:18:49,10.0311672000,10.0311705600,10.0311943038
2025-12-02 18:18:51,10.0311872000,10.0311720533,10.0311943031
2025-12-02 18:18:52,10.0311776000,10.0311714667,10.0311943015
2025-12-02 18:18:53,10.0312032000,10.0311732800,10.0311943024
2025-12-02 18:18:55,10.0311824000,10.0311741333,10.0311943013
2025-12-02 18:18:56,10.0311968000,10.0311760000,10.0311943015
2025-12-02 18:18:58,10.0311536000,10.0311753067,10.0311942977
2025-12-02 18:18:59,10.0311424000,10.0311730667,10.0311942928
2025-12-02 18:19:01,10.0311392000,10.0311705067,10.0311942877
2025-12-02 18:19:02,10.0311248000,10.0311675200,10.0311942811
2025-12-02 18:19:03,10.0311552000,10.0311651200,10.0311942775
2025-12-02 18:19:05,10.0311648000,10.0311641067,10.0311942747
2025-12-02 18:19:06,10.0311616000,10.0311652800,10.0311942717
2025-12-02 18:19:08,10.0311736000,10.0311644267,10.0311942697
2025-12-02 18:19:09,10.0311696000,10.0311666133,10.0311942674
2025-12-02 18:19:10,10.0311624000,10.0311662933,10.0311942644
2025-12-02 18:19:12,10.0311728000,10.0311653333,10.0311942624
2025-12-02 18:19:13,10.0311536000,10.0311637333,10.0311942586
2025-12-02 18:19:14,10.0311616000,10.0311609600,10.0311942556
2025-12-02 18:19:16,10.0311848000,10.0311611200,10.0311942547
2025-12-02 18:19:17,10.0311784000,10.0311598933,10.0311942532
2025-12-02 18:19:19,10.0311896000,10.0311622933,10.0311942528
2025-12-02 18:19:20,10.0311640000,10.0311637333,10.0311942499
2025-12-02 18:19:21,10.0311512000,10.0311645333,10.0311942459
2025-12-02 18:19:23,10.0311816000,10.0311683200,10.0311942447
2025-12-02 18:19:24,10.0311872000,10.0311704533,10.0311942441
2025-12-02 18:19:25,10.0311600000,10.0311701333,10.0311942409
2025-12-02 18:19:27,10.0311688000,10.0311706133,10.0311942385
2025-12-02 18:19:28,10.0311592000,10.0311696533,10.0311942352
2025-12-02 18:19:30,10.0311496000,10.0311683200,10.0311942310
2025-12-02 18:19:31,10.0311632000,10.0311683733,10.0311942281
2025-12-02 18:19:32,10.0311776000,10.0311686933,10.0311942266
2025-12-02 18:19:34,10.0311784000,10.0311703467,10.0311942251
2025-12-02 18:19:35,10.0311880000,10.0311721067,10.0311942245
2025-12-02 18:19:36,10.0311872000,10.0311722667,10.0311942239
2025-12-02 18:19:38,10.0311672000,10.0311715200,10.0311942213
2025-12-02 18:19:39,10.0311888000,10.0311714667,10.0311942208
2025-12-02 18:19:41,10.0311960000,10.0311736000,10.0311942210
2025-12-02 18:19:42,10.0311792000,10.0311754667,10.0311942196
2025-12-02 18:19:43,10.0312032000,10.0311769067,10.0311942204
2025-12-02 18:19:45,10.0311640000,10.0311753600,10.0311942176
2025-12-02 18:19:46,10.0311528000,10.0311748800,10.0311942137
2025-12-02 18:19:47,10.0311632000,10.0311745067,10.0311942108
2025-12-02 18:19:49,10.0311520000,10.0311740267,10.0311942069
2025-12-02 18:19:50,10.0311624000,10.0311748800,10.0311942039
2025-12-02 18:19:52,10.0311840000,10.0311762667,10.0311942030
2025-12-02 18:19:53,10.0311728000,10.0311759467,10.0311942010
2025-12-02 18:19:54,10.0311880000,10.0311765867,10.0311942004
2025-12-02 18:19:56,10.0311880000,10.0311765867,10.0311941998
2025-12-02 18:19:57,10.0311824000,10.0311762667,10.0311941987
2025-12-02 18:19:58,10.0311800000,10.0311771200,10.0311941974
2025-12-02 18:20:00,10.0311832000,10.0311767467,10.0311941964
2025-12-02 18:20:01,10.0311848000,10.0311760000,10.0311941955
2025-12-02 18:20:03,10.0311840000,10.0311763200,10.0311941945
2025-12-02 18:20:04,10.0311872000,10.0311752533,10.0311941939
2025-12-02 18:20:05,10.0311728000,10.0311758400,10.0311941919
2025-12-02 18:20:07,10.0311632000,10.0311765333,10.0311941890
2025-12-02 18:20:08,10.0312008000,10.0311790400,10.0311941896
2025-12-02 18:20:09,10.0311768000,10.0311806933,10.0311941880
2025-12-02 18:20:11,10.0311544000,10.0311801600,10.0311941843
2025-12-02 18:20:12,10.0311992000,10.0311811733,10.0311941847
2025-12-02 18:20:14,10.0312008000,10.0311830400,10.0311941854
2025-12-02 18:20:15,10.0311960000,10.0311835733,10.0311941855
2025-12-02 18:20:16,10.0311768000,10.0311828267,10.0311941839
2025-12-02 18:20:18,10.0311624000,10.0311814933,10.0311941810
2025-12-02 18:20:19,10.0311352000,10.0311785067,10.0311941755
2025-12-02 18:20:20,10.0311832000,10.0311785067,10.0311941744
2025-12-02 18:20:22,10.0311464000,10.0311759467,10.0311941700
2025-12-02 18:20:23,10.0311784000,10.0311755733,10.0311941685
2025-12-02 18:20:25,10.0311648000,10.0311740800,10.0311941658
2025-12-02 18:20:26,10.0311296000,10.0311712000,10.0311941598
2025-12-02 18:20:27,10.0311544000,10.0311706133,10.0311941561
2025-12-02 18:20:29,10.0311624000,10.0311680533,10.0311941531
2025-12-02 18:20:30,10.0311872000,10.0311687467,10.0311941525
2025-12-02 18:20:31,10.0312080000,10.0311723200,10.0311941537
2025-12-02 18:20:33,10.0311616000,10.0311698133,10.0311941507
2025-12-02 18:20:34,10.0311800000,10.0311684267,10.0311941494
2025-12-02 18:20:36,10.0311816000,10.0311674667,10.0311941482
2025-12-02 18:20:37,10.0311928000,10.0311685333,10.0311941481
2025-12-02 18:20:38,10.0311304000,10.0311664000,10.0311941422
2025-12-02 18:20:40,10.0311712000,10.0311688000,10.0311941400
2025-12-02 18:20:41,10.0311688000,10.0311678400,10.0311941377
2025-12-02 18:20:42,10.0311864000,10.0311705067,10.0311941370
2025-12-02 18:20:44,10.0311848000,10.0311709333,10.0311941361
2025-12-02 18:20:45,10.0311768000,10.0311717333,10.0311941345
2025-12-02 18:20:47,10.0311976000,10.0311762667,10.0311941348
2025-12-02 18:20:48,10.0311720000,10.0311774400,10.0311941327
2025-12-02 18:20:50,10.0311968000,10.0311797333,10.0311941330
2025-12-02 18:20:51,10.0311728000,10.0311787733,10.0311941310
2025-12-02 18:20:52,10.0311624000,10.0311757333,10.0311941281
2025-12-02 18:20:54,10.0311632000,10.0311758400,10.0311941252
2025-12-02 18:20:55,10.0311792000,10.0311757867,10.0311941238
2025-12-02 18:20:56,10.0311512000,10.0311737600,10.0311941198
2025-12-02 18:20:58,10.0311536000,10.0311711467,10.0311941160
2025-12-02 18:20:59,10.0312040000,10.0311760533,10.0311941170
2025-12-02 18:21:01,10.0311520000,10.0311747733,10.0311941130
2025-12-02 18:21:02,10.0311696000,10.0311748267,10.0311941108
2025-12-02 18:21:03,10.0311664000,10.0311734933,10.0311941082
2025-12-02 18:21:05,10.0311736000,10.0311727467,10.0311941063
2025-12-02 18:21:06,10.0311392000,10.0311702400,10.0311941012
2025-12-02 18:21:07,10.0311648000,10.0311680533,10.0311940985
2025-12-02 18:21:09,10.0311584000,10.0311671467,10.0311940951
2025-12-02 18:21:10,10.0311840000,10.0311662933,10.0311940942
2025-12-02 18:21:12,10.0311472000,10.0311645867,10.0311940899
2025-12-02 18:21:13,10.0311848000,10.0311660800,10.0311940890
2025-12-02 18:21:14,10.0312048000,10.0311688533,10.0311940900
2025-12-02 18:21:16,10.0311696000,10.0311682133,10.0311940877
2025-12-02 18:21:17,10.0311696000,10.0311694400,10.0311940854
2025-12-02 18:21:18,10.0311840000,10.0311714667,10.0311940845
2025-12-02 18:21:20,10.0311992000,10.0311711467,10.0311940850
2025-12-02 18:21:21,10.0311736000,10.0311725867,10.0311940831
2025-12-02 18:21:23,10.0311736000,10.0311728533,10.0311940812
2025-12-02 18:21:24,10.0311600000,10.0311724267,10.0311940780
2025-12-02 18:21:25,10.0311960000,10.0311739200,10.0311940782
2025-12-02 18:21:27,10.0311432000,10.0311741867,10.0311940735
2025-12-02 18:21:28,10.0311632000,10.0311740800,10.0311940706
2025-12-02 18:21:29,10.0311568000,10.0311739733,10.0311940671
2025-12-02 18:21:31,10.0312032000,10.0311752533,10.0311940680
2025-12-02 18:21:32,10.0311728000,10.0311769600,10.0311940660
2025-12-02 18:21:34,10.0311816000,10.0311767467,10.0311940649
2025-12-02 18:21:35,10.0311488000,10.0311730133,10.0311940607
2025-12-02 18:21:36,10.0311600000,10.0311723733,10.0311940575
2025-12-02 18:21:38,10.0312088000,10.0311749867,10.0311940589
2025-12-02 18:21:39,10.0311984000,10.0311759467,10.0311940593
2025-12-02 18:21:40,10.0311760000,10.0311744000,10.0311940576
2025-12-02 18:21:42,10.0311528000,10.0311730133,10.0311940538
2025-12-02 18:21:43,10.0311840000,10.0311737067,10.0311940529
2025-12-02 18:21:45,10.0311840000,10.0311753067,10.0311940519
2025-12-02 18:21:46,10.0311728000,10.0311737600,10.0311940500
2025-12-02 18:21:47,10.0311696000,10.0311755200,10.0311940477
2025-12-02 18:21:49,10.0311728000,10.0311761600,10.0311940457
2025-12-02 18:21:51,10.0311512000,10.0311757867,10.0311940418
2025-12-02 18:21:52,10.0311928000,10.0311750933,10.0311940416
2025-12-02 18:21:53,10.0311824000,10.0311757333,10.0311940406
2025-12-02 18:21:55,10.0311784000,10.0311755200,10.0311940391
2025-12-02 18:21:56,10.0311488000,10.0311755200,10.0311940349
2025-12-02 18:21:57,10.0311512000,10.0311749333,10.0311940310
2025-12-02 18:21:59,10.0312088000,10.0311749333,10.0311940323
2025-12-02 18:22:00,10.0311488000,10.0311716267,10.0311940281
2025-12-02 18:22:02,10.0311592000,10.0311705067,10.0311940249
2025-12-02 18:22:03,10.0311736000,10.0311718933,10.0311940230
2025-12-02 18:22:04,10.0311792000,10.0311715733,10.0311940217
2025-12-02 18:22:06,10.0312168000,10.0311737600,10.0311940238
2025-12-02 18:22:07,10.0311496000,10.0311722133,10.0311940197
2025-12-02 18:22:08,10.0311768000,10.0311726933,10.0311940181
2025-12-02 18:22:10,10.0311664000,10.0311722667,10.0311940155
2025-12-02 18:22:11,10.0311536000,10.0311724267,10.0311940118
2025-12-02 18:22:13,10.0311944000,10.0311725333,10.0311940118
2025-12-02 18:22:14,10.0311776000,10.0311722133,10.0311940103
2025-12-02 18:22:15,10.0311464000,10.0311700800,10.0311940059
2025-12-02 18:22:17,10.0311992000,10.0311734400,10.0311940064
2025-12-02 18:22:18,10.0312064000,10.0311771200,10.0311940075
2025-12-02 18:22:19,10.0311768000,10.0311749867,10.0311940059
2025-12-02 18:22:21,10.0312256000,10.0311801067,10.0311940088
2025-12-02 18:22:22,10.0311848000,10.0311818133,10.0311940080
2025-12-02 18:22:24,10.0311664000,10.0311813333,10.0311940054
2025-12-02 18:22:25,10.0311816000,10.0311814933,10.0311940043
2025-12-02 18:22:26,10.0311880000,10.0311795733,10.0311940037
2025-12-02 18:22:28,10.0311864000,10.0311820267,10.0311940030
2025-12-02 18:22:29,10.0311984000,10.0311834667,10.0311940034
2025-12-02 18:22:30,10.0311520000,10.0311825067,10.0311939996
2025-12-02 18:22:32,10.0311576000,10.0311827733,10.0311939962
2025-12-02 18:22:33,10.0311600000,10.0311804800,10.0311939931
2025-12-02 18:22:35,10.0311336000,10.0311775467,10.0311939875
2025-12-02 18:22:36,10.0311872000,10.0311802667,10.0311939869
2025-12-02 18:22:38,10.0311776000,10.0311788267,10.0311939853
2025-12-02 18:22:39,10.0311624000,10.0311758933,10.0311939824
2025-12-02 18:22:40,10.0311880000,10.0311766400,10.0311939819
2025-12-02 18:22:42,10.0312040000,10.0311752000,10.0311939828
2025-12-02 18:22:43,10.0311528000,10.0311730667,10.0311939790
2025-12-02 18:22:45,10.0312040000,10.0311755733,10.0311939799
2025-12-02 18:22:46,10.0311432000,10.0311730133,10.0311939752
2025-12-02 18:22:47,10.0311520000,10.0311706133,10.0311939714
2025-12-02 18:22:49,10.0311624000,10.0311690133,10.0311939684
2025-12-02 18:22:50,10.0312096000,10.0311697600,10.0311939699
2025-12-02 18:22:52,10.0311776000,10.0311714667,10.0311939684
2025-12-02 18:22:53,10.0311568000,10.0311714133,10.0311939650
2025-12-02 18:22:54,10.0311648000,10.0311717333,10.0311939623
2025-12-02 18:22:56,10.0311824000,10.0311749867,10.0311939612
2025-12-02 18:22:57,10.0311568000,10.0311729600,10.0311939578
2025-12-02 18:22:59,10.0311664000,10.0311722133,10.0311939552
2025-12-02 18:23:00,10.0311912000,10.0311741333,10.0311939550
2025-12-02 18:23:02,10.0311912000,10.0311743467,10.0311939547
2025-12-02 18:23:03,10.0311440000,10.0311703467,10.0311939501
2025-12-02 18:23:04,10.0311624000,10.0311709867,10.0311939472
2025-12-02 18:23:06,10.0311736000,10.0311689600,10.0311939453
2025-12-02 18:23:08,10.0311448000,10.0311690667,10.0311939408
2025-12-02 18:23:09,10.0311624000,10.0311697600,10.0311939379
2025-12-02 18:23:10,10.0311624000,10.0311697600,10.0311939350
2025-12-02 18:23:12,10.0311728000,10.0311673067,10.0311939330
2025-12-02 18:23:13,10.0311744000,10.0311670933,10.0311939312
2025-12-02 18:23:15,10.0311600000,10.0311673067,10.0311939281
2025-12-02 18:23:16,10.0311520000,10.0311664533,10.0311939243
2025-12-02 18:23:17,10.0311424000,10.0311637867,10.0311939195
2025-12-02 18:23:19,10.0311680000,10.0311645333,10.0311939171
2025-12-02 18:23:20,10.0311352000,10.0311624533,10.0311939117
2025-12-02 18:23:22,10.0311640000,10.0311606400,10.0311939090
2025-12-02 18:23:23,10.0311448000,10.0311575467,10.0311939044
2025-12-02 18:23:24,10.0311672000,10.0311590933,10.0311939020
2025-12-02 18:23:26,10.0311728000,10.0311597867,10.0311939000
2025-12-02 18:23:27,10.0311664000,10.0311593067,10.0311938975
2025-12-02 18:23:28,10.0311576000,10.0311601600,10.0311938942
2025-12-02 18:23:30,10.0311744000,10.0311609600,10.0311938924
2025-12-02 18:23:31,10.0311744000,10.0311617600,10.0311938906
2025-12-02 18:23:33,10.0311232000,10.0311584533,10.0311938841
2025-12-02 18:23:34,10.0311664000,10.0311579200,10.0311938816
2025-12-02 18:23:35,10.0311448000,10.0311569067,10.0311938770
2025-12-02 18:23:37,10.0311368000,10.0311558933,10.0311938718
2025-12-02 18:23:38,10.0311744000,10.0311580267,10.0311938700
2025-12-02 18:23:39,10.0311600000,10.0311574933,10.0311938669
2025-12-02 18:23:41,10.0311592000,10.0311590933,10.0311938637
2025-12-02 18:23:42,10.0311600000,10.0311588267,10.0311938606
2025-12-02 18:23:44,10.0311672000,10.0311603200,10.0311938581
2025-12-02 18:23:45,10.0311520000,10.0311593067,10.0311938543
2025-12-02 18:23:47,10.0311552000,10.0311581333,10.0311938507
2025-12-02 18:23:48,10.0311640000,10.0311579733,10.0311938480
2025-12-02 18:23:49,10.0311744000,10.0311590933,10.0311938462
2025-12-02 18:23:51,10.0311584000,10.0311580267,10.0311938429
2025-12-02 18:23:52,10.0311616000,10.0311571733,10.0311938400
2025-12-02 18:23:54,10.0311680000,10.0311601600,10.0311938376
2025-12-02 18:23:56,10.0311464000,10.0311588267,10.0311938333
2025-12-02 18:23:57,10.0311776000,10.0311610133,10.0311938318
2025-12-02 18:23:59,10.0311928000,10.0311647467,10.0311938317
2025-12-02 18:24:00,10.0311672000,10.0311642667,10.0311938292
2025-12-02 18:24:01,10.0311520000,10.0311637333,10.0311938254
2025-12-02 18:24:03,10.0311568000,10.0311635733,10.0311938220
2025-12-02 18:24:04,10.0311224000,10.0311610667,10.0311938154
2025-12-02 18:24:06,10.0311632000,10.0311608000,10.0311938126
2025-12-02 18:24:07,10.0311592000,10.0311612800,10.0311938094
2025-12-02 18:24:08,10.0311600000,10.0311616000,10.0311938063
2025-12-02 18:24:10,10.0311944000,10.0311636267,10.0311938064
2025-12-02 18:24:11,10.0311776000,10.0311638400,10.0311938049
2025-12-02 18:24:13,10.0311120000,10.0311607467,10.0311937974
2025-12-02 18:24:14,10.0311416000,10.0311594133,10.0311937926
2025-12-02 18:24:16,10.0311672000,10.0311593600,10.0311937902
2025-12-02 18:24:17,10.0311528000,10.0311597867,10.0311937864
2025-12-02 18:24:18,10.0312032000,10.0311614933,10.0311937873
2025-12-02 18:24:20,10.0311744000,10.0311602667,10.0311937855
2025-12-02 18:24:21,10.0311464000,10.0311588800,10.0311937811
2025-12-02 18:24:22,10.0311568000,10.0311592000,10.0311937778
2025-12-02 18:24:24,10.0311520000,10.0311588800,10.0311937739
2025-12-02 18:24:25,10.0311624000,10.0311615467,10.0311937710
2025-12-02 18:24:27,10.0311544000,10.0311609600,10.0311937674
2025-12-02 18:24:28,10.0311688000,10.0311616000,10.0311937651
2025-12-02 18:24:30,10.0311648000,10.0311619200,10.0311937625
2025-12-02 18:24:31,10.0311448000,10.0311586133,10.0311937580
2025-12-02 18:24:32,10.0311464000,10.0311565333,10.0311937537
2025-12-02 18:24:34,10.0311784000,10.0311609600,10.0311937523
2025-12-02 18:24:36,10.0311424000,10.0311610133,10.0311937476
2025-12-02 18:24:37,10.0311480000,10.0311597333,10.0311937434
2025-12-02 18:24:39,10.0311576000,10.0311600533,10.0311937401
2025-12-02 18:24:40,10.0311520000,10.0311566400,10.0311937362
2025-12-02 18:24:42,10.0311536000,10.0311552533,10.0311937326
2025-12-02 18:24:43,10.0311480000,10.0311553600,10.0311937284
2025-12-02 18:24:44,10.0311440000,10.0311545067,10.0311937238
2025-12-02 18:24:46,10.0311728000,10.0311558933,10.0311937219
2025-12-02 18:24:47,10.0311368000,10.0311541867,10.0311937167
2025-12-02 18:24:49,10.0311792000,10.0311558400,10.0311937154
2025-12-02 18:24:50,10.0311368000,10.0311537067,10.0311937101
2025-12-02 18:24:52,10.0311616000,10.0311534933,10.0311937072
2025-12-02 18:24:53,10.0311768000,10.0311556267,10.0311937057
2025-12-02 18:24:54,10.0311336000,10.0311547733,10.0311937002
2025-12-02 18:24:56,10.0311576000,10.0311533867,10.0311936969
2025-12-02 18:24:58,10.0311728000,10.0311554133,10.0311936949
2025-12-02 18:25:04,10.0311552000,10.0311558933,10.0311936914
2025-12-02 18:25:05,10.0311440000,10.0311549867,10.0311936869
2025-12-02 18:25:07,10.0311720000,10.0311563200,10.0311936849
2025-12-02 18:25:09,10.0311216000,10.0311541867,10.0311936783
2025-12-02 18:25:10,10.0311792000,10.0311562667,10.0311936770
2025-12-02 18:25:12,10.0311344000,10.0311556267,10.0311936716
2025-12-02 18:25:13,10.0311736000,10.0311556800,10.0311936697
2025-12-02 18:25:15,10.0311600000,10.0311572267,10.0311936666
2025-12-02 18:25:16,10.0311584000,10.0311558400,10.0311936634
2025-12-02 18:25:17,10.0311960000,10.0311597867,10.0311936636
2025-12-02 18:25:19,10.0311848000,10.0311613333,10.0311936628
2025-12-02 18:25:20,10.0311616000,10.0311603200,10.0311936599
2025-12-02 18:25:22,10.0311728000,10.0311629333,10.0311936580
2025-12-02 18:25:23,10.0311792000,10.0311643733,10.0311936567
2025-12-02 18:25:25,10.0311688000,10.0311641067,10.0311936544
2025-12-02 18:25:26,10.0311304000,10.0311624533,10.0311936486
2025-12-02 18:25:27,10.0311712000,10.0311642667,10.0311936466
2025-12-02 18:25:29,10.0311744000,10.0311644267,10.0311936448
2025-12-02 18:25:31,10.0311600000,10.0311669867,10.0311936417
2025-12-02 18:25:32,10.0311512000,10.0311651200,10.0311936378
2025-12-02 18:25:34,10.0311448000,10.0311658133,10.0311936334
2025-12-02 18:25:35,10.0311536000,10.0311644800,10.0311936297
2025-12-02 18:25:37,10.0311488000,10.0311637333,10.0311936256
2025-12-02 18:25:38,10.0311784000,10.0311650667,10.0311936242
2025-12-02 18:25:39,10.0311584000,10.0311625600,10.0311936210
2025-12-02 18:25:41,10.0311648000,10.0311612267,10.0311936184
2025-12-02 18:25:43,10.0311416000,10.0311598933,10.0311936137
2025-12-02 18:25:44,10.0311480000,10.0311582400,10.0311936095
2025-12-02 18:25:46,10.0311832000,10.0311585067,10.0311936085
2025-12-02 18:25:47,10.0311768000,10.0311590400,10.0311936070
2025-12-02 18:25:49,10.0311816000,10.0311624533,10.0311936059
2025-12-02 18:25:50,10.0311744000,10.0311626667,10.0311936042
2025-12-02 18:25:52,10.0311680000,10.0311622400,10.0311936018
2025-12-02 18:25:53,10.0311936000,10.0311644800,10.0311936018
2025-12-02 18:25:55,10.0311568000,10.0311648533,10.0311935985
2025-12-02 18:25:56,10.0311552000,10.0311655467,10.0311935950
2025-12-02 18:25:57,10.0311616000,10.0311660800,10.0311935920
2025-12-02 18:25:59,10.0311600000,10.0311668267,10.0311935890
2025-12-02 18:26:00,10.0311688000,10.0311661867,10.0311935867
2025-12-02 18:26:01,10.0311176000,10.0311634667,10.0311935798
2025-12-02 18:26:03,10.0311712000,10.0311638933,10.0311935778
2025-12-02 18:26:04,10.0311728000,10.0311659733,10.0311935759
2025-12-02 18:26:06,10.0311680000,10.0311673067,10.0311935735
2025-12-02 18:26:08,10.0311880000,10.0311676267,10.0311935730
2025-12-02 18:26:09,10.0311424000,10.0311653333,10.0311935684
2025-12-02 18:26:10,10.0311496000,10.0311632000,10.0311935644
2025-12-02 18:26:12,10.0311672000,10.0311627200,10.0311935620
2025-12-02 18:26:13,10.0311496000,10.0311614933,10.0311935579
2025-12-02 18:26:15,10.0311336000,10.0311574933,10.0311935525
2025-12-02 18:26:16,10.0311472000,10.0311568533,10.0311935483
2025-12-02 18:26:18,10.0311632000,10.0311573867,10.0311935455
2025-12-02 18:26:19,10.0311592000,10.0311572267,10.0311935424
2025-12-02 18:26:21,10.0311688000,10.0311578133,10.0311935401
2025-12-02 18:26:22,10.0311544000,10.0311568533,10.0311935366
2025-12-02 18:26:23,10.0311760000,10.0311607467,10.0311935350
2025-12-02 18:26:25,10.0311640000,10.0311602667,10.0311935323
2025-12-02 18:26:26,10.0311736000,10.0311603200,10.0311935305
2025-12-02 18:26:28,10.0311352000,10.0311581333,10.0311935251
2025-12-02 18:26:30,10.0311584000,10.0311561600,10.0311935220
2025-12-02 18:26:31,10.0311336000,10.0311555733,10.0311935165
